"Date","Year","Month","Day","Solar Radiation (W/m^2)"
1980-01-01,1980,1,1,26.8402996063232
1980-01-02,1980,1,2,6.2778000831604
1980-01-03,1980,1,3,4.75
1980-01-04,1980,1,4,5.0753002166748
1980-01-05,1980,1,5,5.0398998260498
1980-01-06,1980,1,6,14.765700340271
1980-01-07,1980,1,7,13.7389001846313
1980-01-08,1980,1,8,19.3833999633789
1980-01-09,1980,1,9,9.81459999084473
1980-01-10,1980,1,10,6.85020017623901
1980-01-11,1980,1,11,12.4085998535156
1980-01-12,1980,1,12,9.8080997467041
1980-01-13,1980,1,13,9.21829986572266
1980-01-14,1980,1,14,12.1423997879028
1980-01-15,1980,1,15,16.979700088501
1980-01-16,1980,1,16,22.0956993103027
1980-01-17,1980,1,17,26.7626991271973
1980-01-18,1980,1,18,27.4293994903564
1980-01-19,1980,1,19,18.7231006622314
1980-01-20,1980,1,20,27.1903991699219
1980-01-21,1980,1,21,30.7954998016357
1980-01-22,1980,1,22,19.3402004241943
1980-01-23,1980,1,23,19.9246006011963
1980-01-24,1980,1,24,20.7182998657227
1980-01-25,1980,1,25,24.5130004882812
1980-01-26,1980,1,26,29.6107006072998
1980-01-27,1980,1,27,24.0956993103027
1980-01-28,1980,1,28,27.5519008636475
1980-01-29,1980,1,29,-6.16300010681152
1980-01-30,1980,1,30,30.1291007995605
1980-01-31,1980,1,31,29.5599002838135
1980-02-01,1980,2,1,30.7863006591797
1980-02-02,1980,2,2,30.3215999603271
1980-02-03,1980,2,3,41.5810012817383
1980-02-04,1980,2,4,23.4696998596191
1980-02-05,1980,2,5,26.353099822998
1980-02-06,1980,2,6,45.002799987793
1980-02-07,1980,2,7,38.0905990600586
1980-02-08,1980,2,8,39.8065986633301
1980-02-09,1980,2,9,41.470100402832
1980-02-10,1980,2,10,51.3226013183594
1980-02-11,1980,2,11,52.4684982299805
1980-02-12,1980,2,12,10.802300453186
1980-02-13,1980,2,13,45.6383018493652
1980-02-14,1980,2,14,47.0913009643555
1980-02-15,1980,2,15,24.0237007141113
1980-02-16,1980,2,16,21.1070003509521
1980-02-17,1980,2,17,21.5701999664307
1980-02-18,1980,2,18,29.1580009460449
1980-02-19,1980,2,19,32.9296989440918
1980-02-20,1980,2,20,41.6880989074707
1980-02-21,1980,2,21,37.220100402832
1980-02-22,1980,2,22,44.5144004821777
1980-02-23,1980,2,23,56.7056999206543
1980-02-24,1980,2,24,67.2817993164062
1980-02-25,1980,2,25,67.5102005004883
1980-02-26,1980,2,26,69.1741027832031
1980-02-27,1980,2,27,49.5708999633789
1980-02-28,1980,2,28,65.5129013061523
1980-02-29,1980,2,29,78.1601028442383
1980-03-01,1980,3,1,53.5373001098633
1980-03-02,1980,3,2,57.4222984313965
1980-03-03,1980,3,3,73.3236999511719
1980-03-04,1980,3,4,80.7309036254883
1980-03-05,1980,3,5,47.4658012390137
1980-03-06,1980,3,6,64.1989974975586
1980-03-07,1980,3,7,68.9350967407227
1980-03-08,1980,3,8,77.2462005615234
1980-03-09,1980,3,9,102.100997924805
1980-03-10,1980,3,10,101.152397155762
1980-03-11,1980,3,11,67.9723968505859
1980-03-12,1980,3,12,82.0364990234375
1980-03-13,1980,3,13,108.396697998047
1980-03-14,1980,3,14,84.1289978027344
1980-03-15,1980,3,15,63.0242004394531
1980-03-16,1980,3,16,106.19750213623
1980-03-17,1980,3,17,111.856002807617
1980-03-18,1980,3,18,105.519897460938
1980-03-19,1980,3,19,107.457099914551
1980-03-20,1980,3,20,107.675598144531
1980-03-21,1980,3,21,112.460899353027
